ymd,value
2012-10-19,0.103354166666667
2012-10-20,0.103548611111111
2012-10-21,0.103
2012-10-22,0.102615384615385
2012-10-23,0.10641958041958
2012-10-24,0.101395833333333
2012-10-25,0.102402777777778
2012-10-26,0.103354166666667
2012-10-27,0.102944444444444
2012-10-28,0.105625
2012-10-29,0.102319444444444
2012-10-30,0.102451388888889
2012-10-31,0.102541666666667
2012-11-01,0.104340277777778
2012-11-02,0.102659722222222
2012-11-03,0.102395833333333
2012-11-04,0.103423611111111
2012-11-05,0.103027777777778
2012-11-06,0.103293706293706
2012-11-07,0.104447552447552
2012-11-08,0.102041958041958
2012-11-09,0.102
2012-11-10,0.103111888111888
2012-11-11,0.103152777777778
2012-11-12,0.100729166666667
2012-11-13,0.103805555555556
2012-11-14,0.101756944444444
2012-11-15,0.102402777777778
2012-11-16,0.102354166666667
2012-11-17,0.105326388888889
2012-11-18,0.100694444444444
2012-11-19,0.101270833333333
2012-11-20,0.101734265734266
2012-11-21,0.101734265734266
2012-11-22,0.10219014084507
2012-11-23,0.103608391608392
2012-11-24,0.100867132867133
2012-11-25,0.100951048951049
2012-11-26,0.102770833333333
2012-11-27,0.101118881118881
2012-11-28,0.10172027972028
2012-11-29,0.102280575539568
2012-11-30,0.101788732394366
2012-12-01,0.105485915492958
2012-12-02,0.101021126760563
2012-12-03,0.100643356643357
2012-12-04,0.100867132867133
2012-12-05,0.10079020979021
2012-12-06,0.100965034965035
2012-12-07,0.101265734265734
2012-12-08,0.101699300699301
2012-12-09,0.101859154929577
2012-12-10,0.101944055944056
2012-12-11,0.101569444444444
2012-12-12,0.101160839160839
2012-12-13,0.101048611111111
2012-12-14,0.101048611111111
2012-12-15,0.102895833333333
2012-12-16,0.100479166666667
2012-12-17,0.101375
2012-12-18,0.101777777777778
2012-12-19,0.101208333333333
2012-12-20,0.100673611111111
2012-12-21,0.100631944444444
2012-12-22,0.102604166666667
2012-12-23,0.100243055555556
2012-12-24,0.100326388888889
2012-12-25,0.100208333333333
2012-12-26,0.100298611111111
2012-12-27,0.100006944444444
2012-12-28,0.101416666666667
2012-12-29,0.1001875
2012-12-30,0.102347222222222
2012-12-31,0.100090277777778
2013-01-01,0.0993333333333333
2013-01-02,0.0995972222222222
2013-01-03,0.0999652777777778
2013-01-04,0.0991458333333333
2013-01-05,0.0990486111111111
2013-01-06,0.0995486111111111
2013-01-07,0.0994375
2013-01-08,0.0998541666666667
2013-01-09,0.1
2013-01-10,0.0999930555555556
2013-01-11,0.099875
2013-01-12,0.100069444444444
2013-01-13,0.100166666666667
2013-01-14,0.101111111111111
2013-01-15,0.0865555555555556
2013-01-16,0.0877569444444444
2013-01-17,0.0884305555555556
2013-01-18,0.0885555555555556
2013-01-19,0.0888472222222222
2013-01-20,0.0894166666666667
2013-01-21,0.0897361111111111
2013-01-22,0.0945555555555556
2013-01-23,0.0946388888888889
2013-01-24,0.0972847222222222
2013-01-25,0.0979930555555556
2013-01-26,0.0982013888888889
2013-01-27,0.0984444444444444
2013-01-28,0.0985763888888889
2013-01-29,0.0987638888888889
2013-01-30,0.0990208333333333
2013-01-31,0.0986041666666667
2013-02-01,0.0987569444444445
2013-02-02,0.0991875
2013-02-03,0.0997578947368421
2013-02-04,0.0999930555555556
2013-02-05,0.0986388888888889
2013-02-06,0.0991041666666667
2013-02-07,0.0971666666666667
2013-02-08,0.0987430555555556
2013-02-09,0.0978888888888889
2013-02-10,0.0982638888888889
2013-02-11,0.0986736111111111
2013-02-12,0.0985555555555556
2013-02-13,0.100166666666667
2013-02-14,0.0975902777777778
2013-02-15,0.0999097222222222
2013-02-16,0.0974166666666667
2013-02-17,0.0970277777777778
2013-02-18,0.100333333333333
2013-02-19,0.0979722222222222
2013-02-20,0.0975902777777778
2013-02-21,0.0976875
2013-02-22,0.0978402777777778
2013-02-23,0.0983819444444445
2013-02-24,0.0990486111111111
2013-02-25,0.0983125
2013-02-26,0.0985625
2013-02-27,0.0997708333333333
2013-02-28,0.0973958333333333
2013-03-01,0.0994513888888889
2013-03-02,0.0983611111111111
2013-03-03,0.0980277777777778
2013-03-04,0.0981597222222222
2013-03-05,0.0984583333333333
2013-03-06,0.0989375
2013-03-07,0.099
2013-03-08,0.0994930555555556
2013-03-09,0.0995555555555556
2013-03-10,0.0998541666666667
2013-03-11,0.0994444444444444
2013-03-12,0.0995972222222222
2013-03-13,0.100076388888889
2013-03-14,0.101680555555556
2013-03-15,0.0981736111111111
2013-03-16,0.0989375
2013-03-17,0.0989027777777778
2013-03-18,0.0995833333333333
2013-03-19,0.0989652777777778
2013-03-20,0.0979652777777778
2013-03-21,0.0980625
2013-03-22,0.0985277777777778
2013-03-23,0.0983958333333333
2013-03-24,0.0982847222222222
2013-03-25,0.102680555555556
2013-03-26,0.0979097222222222
2013-03-27,0.0980694444444444
2013-03-28,0.0966805555555556
2013-03-29,0.0970694444444444
2013-03-30,0.0982083333333333
2013-03-31,0.0978888888888889
2013-04-01,0.0978402777777778
2013-04-02,0.0993263888888889
2013-04-03,0.0992916666666667
2013-04-04,0.0960138888888889
2013-04-05,0.0967291666666667
2013-04-06,0.0989305555555556
2013-04-07,0.0989652777777778
2013-04-08,0.0965277777777778
2013-04-09,0.09725
2013-04-10,0.0980416666666667
2013-04-11,0.0988819444444444
2013-04-12,0.0975
2013-04-13,0.0969722222222222
2013-04-14,0.0976180555555556
2013-04-15,0.0979236111111111
2013-04-16,0.0981458333333333
2013-04-17,0.0985416666666667
2013-04-18,0.0981388888888889
2013-04-19,0.0983333333333333
2013-04-20,0.0992361111111111
2013-04-21,0.102326388888889
2013-04-22,0.0960069444444445
2013-04-23,0.0968125
2013-04-24,0.0987013888888889
2013-04-25,0.0959513888888889
2013-04-26,0.0980625
2013-04-27,0.0962847222222222
2013-04-28,0.0970902777777778
2013-04-29,0.0976458333333333
2013-04-30,0.0978680555555556
2013-05-01,0.097
2013-05-02,0.0969513888888889
2013-05-03,0.0973819444444445
2013-05-04,0.0981111111111111
2013-05-05,0.0971111111111111
2013-05-06,0.0984513888888889
2013-05-07,0.0969722222222222
2013-05-08,0.0979166666666667
2013-05-09,0.0986875
2013-05-10,0.0990902777777778
2013-05-11,0.100319444444444
2013-05-12,0.0962638888888889
2013-05-13,0.0953819444444444
2013-05-14,0.0962916666666667
2013-05-15,0.0964236111111111
2013-05-16,0.0971527777777778
2013-05-17,0.0964722222222222
2013-05-18,0.0976180555555556
2013-05-19,0.0981111111111111
2013-05-20,0.0964791666666667
2013-05-21,0.0948541666666667
2013-05-22,0.0956805555555556
2013-05-23,0.0966111111111111
2013-05-24,0.0973958333333333
2013-05-25,0.0968531468531469
2013-05-26,0.0974305555555556
2013-05-27,0.0978611111111111
2013-05-28,0.0981388888888889
2013-05-29,0.0976597222222222
2013-05-30,0.0980069444444445
2013-05-31,0.0967638888888889
2013-06-01,0.0955416666666667
2013-06-02,0.0950486111111111
2013-06-03,0.0977638888888889
2013-06-04,0.0976388888888889
2013-06-05,0.0973958333333333
2013-06-06,0.0974097222222222
2013-06-07,0.0995208333333333
2013-06-08,0.0989236111111111
2013-06-09,0.0987361111111111
2013-06-10,0.0988541666666667
2013-06-11,0.101270833333333
2013-06-12,0.0973100775193799
2013-06-13,0.0936527777777778
2013-06-14,0.0935694444444444
2013-06-15,0.0954236111111111
2013-06-16,0.0951666666666667
2013-06-17,0.0943194444444444
2013-06-18,0.0960138888888889
2013-06-19,0.0967986111111111
2013-06-20,0.0951319444444444
2013-06-21,0.0947986111111111
2013-06-22,0.0958125
2013-06-23,0.0959583333333333
2013-06-24,0.0957430555555556
2013-06-25,0.0953680555555556
2013-06-26,0.0987986111111111
2013-06-27,0.0939097222222222
2013-06-28,0.0941139240506329
2013-07-04,0.0967701149425287
2013-07-05,0.0971597222222222
2013-07-06,0.112868421052632
2013-07-17,0.0999411764705882
2013-07-18,0.0967430555555556
2013-07-19,0.0967847222222222
2013-07-20,0.09725
2013-07-21,0.0978263888888889
2013-07-22,0.0983333333333333
2013-07-23,0.0994097222222222
2013-07-24,0.098
2013-07-25,0.0951875
2013-07-26,0.0961805555555556
2013-07-27,0.0995486111111111
2013-07-28,0.0948888888888889
2013-07-29,0.0976458333333333
2013-07-30,0.0953125
2013-07-31,0.09475
2013-08-01,0.0957083333333333
2013-08-02,0.0938402777777778
2013-08-03,0.0947847222222222
2013-08-04,0.0942222222222222
2013-08-05,0.0950833333333333
2013-08-06,0.0955833333333333
2013-08-07,0.0947847222222222
2013-08-08,0.0959513888888889
2013-08-09,0.0966944444444444
2013-08-10,0.0974166666666667
2013-08-11,0.0984583333333333
2013-08-12,0.0959236111111111
2013-08-13,0.0970347222222222
2013-08-14,0.0970416666666667
2013-08-15,0.0972777777777778
2013-08-16,0.0977777777777778
2013-08-17,0.0979027777777778
2013-08-18,0.0981319444444445
2013-08-19,0.0982916666666667
2013-08-20,0.0988541666666667
2013-08-21,0.100361111111111
2013-08-22,0.0975069444444445
2013-08-23,0.0974375
2013-08-24,0.0961875
2013-08-25,0.0968402777777778
2013-08-26,0.0969513888888889
2013-08-27,0.0984113475177305
2013-08-28,0.0956388888888889
2013-08-29,0.0967569444444445
2013-08-30,0.0970625
2013-08-31,0.0968263888888889
2013-09-01,0.0973402777777778
2013-09-02,0.0944930555555556
2013-09-03,0.0943263888888889
2013-09-04,0.0936597222222222
2013-09-05,0.0931111111111111
2013-09-06,0.0929791666666667
2013-09-07,0.0940347222222222
2013-09-08,0.0955208333333333
2013-09-09,0.0932430555555556
2013-09-10,0.0939513888888889
2013-09-11,0.0943333333333333
2013-09-12,0.0948541666666667
2013-09-13,0.0949791666666667
2013-09-14,0.0955416666666667
2013-09-15,0.0928472222222222
2013-09-16,0.0923263888888889
2013-09-17,0.0927957746478873
2013-09-18,0.0937412587412587
2013-09-19,0.0938472222222222
2013-09-20,0.0891926605504587
2013-09-21,0.0853263888888889
2013-09-22,0.0857152777777778
2013-09-23,0.0853194444444444
2013-09-24,0.0856875
2013-09-25,0.0850486111111111
2013-09-26,0.0828402777777778
2013-09-27,0.0832777777777778
2013-09-28,0.0837361111111111
2013-09-29,0.0840277777777778
2013-09-30,0.0840486111111111
2013-10-01,0.0832986111111111
2013-10-02,0.0822152777777778
2013-10-03,0.0832222222222222
2013-10-04,0.083125
2013-10-05,0.0834791666666667
2013-10-06,0.0818680555555556
2013-10-07,0.0826875
2013-10-08,0.0828819444444445
2013-10-09,0.0832777777777778
2013-10-10,0.0837916666666667
2013-10-11,0.0835972222222222
2013-10-12,0.0840277777777778
2013-10-13,0.08425
2013-10-14,0.0841875
2013-10-15,0.0852083333333333
2013-10-16,0.0835555555555556
2013-10-17,0.0817847222222222
2013-10-18,0.0819861111111111
2013-10-19,0.0826041666666667
2013-10-20,0.0830763888888889
2013-10-21,0.0809027777777778
2013-10-22,0.0810069444444445
2013-10-23,0.0815138888888889
2013-10-24,0.0814305555555556
2013-10-25,0.0806666666666667
2013-10-26,0.0820208333333333
2013-10-27,0.0812708333333333
2013-10-28,0.0812152777777778
2013-10-29,0.0817916666666667
2013-10-30,0.0814166666666667
2013-10-31,0.0811875
2013-11-01,0.0816527777777778
2013-11-02,0.0818888888888889
2013-11-03,0.0822291666666667
2013-11-04,0.082875
2013-11-05,0.0819375
2013-11-06,0.0820833333333333
2013-11-07,0.0832222222222222
2013-11-08,0.0811527777777778
2013-11-09,0.0813888888888889
2013-11-10,0.0821388888888889
2013-11-11,0.0836458333333333
2013-11-12,0.0814861111111111
2013-11-13,0.0817361111111111
2013-11-14,0.081875
2013-11-15,0.0825486111111111
2013-11-16,0.0813611111111111
2013-11-17,0.0818680555555556
2013-11-18,0.0822013888888889
2013-11-19,0.0822569444444445
2013-11-20,0.0825694444444444
2013-11-21,0.0827638888888889
2013-11-22,0.0826805555555556
2013-11-23,0.0819791666666667
2013-11-24,0.0824722222222222
2013-11-25,0.0828611111111111
2013-11-26,0.0812986111111111
2013-11-27,0.0815416666666667
2013-11-28,0.0820277777777778
2013-11-29,0.0824444444444444
2013-11-30,0.0824861111111111
2013-12-01,0.0825555555555556
2013-12-02,0.0824583333333333
2013-12-03,0.0822777777777778
2013-12-04,0.0823888888888889
2013-12-05,0.0825416666666667
2013-12-06,0.0828402777777778
2013-12-07,0.0827708333333333
2013-12-08,0.0822847222222222
2013-12-09,0.0826180555555556
2013-12-10,0.0830069444444445
2013-12-11,0.0817777777777778
2013-12-12,0.0819791666666667
2013-12-13,0.0823680555555556
2013-12-14,0.0820486111111111
2013-12-15,0.0825902777777778
2013-12-16,0.0821875
2013-12-17,0.0824166666666667
2013-12-18,0.0832291666666667
2013-12-19,0.0815763888888889
2013-12-20,0.0806388888888889
2013-12-21,0.0807986111111111
2013-12-22,0.0807777777777778
2013-12-23,0.0809166666666667
2013-12-24,0.0810277777777778
2013-12-25,0.0807430555555556
2013-12-26,0.0816597222222222
2013-12-27,0.0821736111111111
2013-12-28,0.0808888888888889
2013-12-29,0.0803541666666667
2013-12-30,0.0806319444444445
2013-12-31,0.0809513888888889
2014-01-01,0.0812083333333333
2014-01-02,0.0815069444444445
2014-01-03,0.0813402777777778
2014-01-04,0.0818125
2014-01-05,0.0808402777777778
2014-01-06,0.0805833333333333
2014-01-07,0.0804444444444444
2014-01-08,0.0825902777777778
2014-01-09,0.0828402777777778
2014-01-10,0.0788194444444444
2014-01-11,0.0790694444444444
2014-01-12,0.0793819444444444
2014-01-13,0.0793680555555556
2014-01-14,0.0791111111111111
2014-01-15,0.0792569444444444
2014-01-16,0.0795
2014-01-17,0.0798333333333333
2014-01-18,0.0799375
2014-01-19,0.0801319444444445
2014-01-20,0.0800277777777778
2014-01-21,0.0803125
2014-01-22,0.0817222222222222
2014-01-23,0.0800347222222222
2014-01-24,0.0804375
2014-01-25,0.0813055555555556
2014-01-26,0.0814375
2014-01-27,0.0802013888888889
2014-01-28,0.0805972222222222
2014-01-29,0.0805
2014-01-30,0.0819166666666667
2014-01-31,0.0796527777777778
2014-02-01,0.0801944444444444
2014-02-02,0.0810467289719626
2014-02-03,0.0815
2014-02-04,0.0844861111111111
2014-02-05,0.0775625
2014-02-06,0.078125
2014-02-07,0.0787777777777778
2014-02-08,0.0775138888888889
2014-02-09,0.0579097222222222
2014-02-10,0.0589027777777778
2014-02-11,0.0604583333333333
2014-02-12,0.0621319444444444
2014-02-13,0.0646736111111111
2014-02-14,0.0659513888888889
2014-02-15,0.0765625
2014-02-16,0.0777986111111111
2014-02-17,0.0785833333333333
2014-02-18,0.0784861111111111
2014-02-19,0.0784027777777778
2014-02-20,0.0786805555555556
2014-02-21,0.0791180555555556
2014-02-22,0.078875
2014-02-23,0.0791388888888889
2014-02-24,0.0793055555555556
2014-02-25,0.0797986111111111
2014-02-26,0.080034965034965
2014-02-27,0.0808194444444444
2014-02-28,0.0798611111111111
2014-03-01,0.0811180555555556
2014-03-02,0.0849513888888889
2014-03-03,0.0786041666666667
2014-03-04,0.0786805555555556
2014-03-05,0.0807847222222222
2014-03-06,0.0778888888888889
2014-03-07,0.0785
2014-03-08,0.0790833333333333
2014-03-09,0.0789027777777778
2014-03-10,0.0795
2014-03-11,0.0793125
2014-03-12,0.0799027777777778
2014-03-13,0.0804097222222222
2014-03-14,0.0787361111111111
2014-03-15,0.0781527777777778
2014-03-16,0.0790138888888889
2014-03-17,0.0792361111111111
2014-03-18,0.0793958333333333
2014-03-19,0.0791111111111111
2014-03-20,0.0849513888888889
2014-03-21,0.0782083333333333
2014-03-22,0.0787013888888889
2014-03-23,0.0790694444444444
2014-03-24,0.0791666666666667
2014-03-25,0.0796363636363636
2014-03-26,0.0806041666666667
2014-03-27,0.079875
2014-03-28,0.0804097222222222
2014-03-29,0.0808611111111111
2014-03-30,0.0824305555555555
2014-03-31,0.0786527777777778
2014-04-01,0.0790625
2014-04-02,0.0792916666666667
2014-04-03,0.0806805555555556
2014-04-04,0.0823055555555556
2014-04-05,0.0779791666666667
2014-04-06,0.0798263888888889
2014-04-07,0.0782361111111111
2014-04-08,0.0791041666666667
2014-04-09,0.0789375
2014-04-10,0.0799027777777778
2014-04-11,0.0795416666666667
2014-04-12,0.0802847222222222
2014-04-13,0.0802291666666667
2014-04-14,0.0803402777777778
2014-04-15,0.0807916666666667
2014-04-16,0.0810138888888889
2014-04-17,0.0808541666666667
2014-04-18,0.0816527777777778
2014-04-19,0.0805138888888889
2014-04-20,0.0806319444444445
2014-04-21,0.0809444444444444
2014-04-22,0.0796736111111111
2014-04-23,0.0797916666666667
2014-04-24,0.0802777777777778
2014-04-25,0.0806597222222222
2014-04-26,0.0808125
2014-04-27,0.0812361111111111
2014-04-28,0.0812430555555556
2014-04-29,0.0816319444444445
2014-04-30,0.0806458333333333
2014-05-01,0.0792986111111111
2014-05-02,0.0777152777777778
2014-05-03,0.07875
2014-05-04,0.0786736111111111
2014-05-05,0.0793680555555556
2014-05-06,0.0785069444444444
2014-05-07,0.0781597222222222
2014-05-08,0.0785972222222222
2014-05-09,0.0797986111111111
2014-05-10,0.0781805555555556
2014-05-11,0.0787569444444444
2014-05-12,0.0793333333333333
2014-05-13,0.0791527777777778
2014-05-14,0.0786388888888889
2014-05-15,0.0792569444444444
2014-05-16,0.0791666666666667
2014-05-17,0.0801597222222222
2014-05-18,0.0800694444444444
2014-05-19,0.0802708333333333
2014-05-20,0.0805763888888889
2014-05-21,0.0831319444444444
2014-05-22,0.0770138888888889
2014-05-23,0.0771111111111111
2014-05-24,0.0783125
2014-05-25,0.0793472222222222
2014-05-26,0.0794583333333333
2014-05-27,0.0805069444444444
2014-05-28,0.0772847222222222
2014-05-29,0.0784027777777778
2014-05-30,0.0792638888888889
2014-05-31,0.0795138888888889
2014-06-01,0.0804305555555556
2014-06-02,0.0805486111111111
2014-06-03,0.0806388888888889
2014-06-04,0.0804236111111111
2014-06-05,0.0805972222222222
2014-06-06,0.0793611111111111
2014-06-07,0.0783680555555556
2014-06-08,0.0759375
2014-06-09,0.0752013888888889
2014-06-10,0.0758958333333333
2014-06-11,0.0768958333333333
2014-06-12,0.0756319444444444
2014-06-13,0.0769583333333333
2014-06-14,0.0772916666666667
2014-06-15,0.0772430555555556
2014-06-16,0.078875
2014-06-17,0.0789652777777778
2014-06-18,0.0786111111111111
2014-06-19,0.07975
2014-06-20,0.0796944444444444
2014-06-21,0.0793333333333333
2014-06-22,0.0789236111111111
2014-06-23,0.0777847222222222
2014-06-24,0.0821666666666667
2014-06-25,0.0790138888888889
2014-06-26,0.0760555555555556
2014-06-27,0.0766736111111111
2014-06-28,0.0756736111111111
2014-06-29,0.0775347222222222
2014-06-30,0.0751736111111111
2014-07-01,0.0780833333333333
2014-07-02,0.0765208333333333
2014-07-03,0.0777708333333333
2014-07-04,0.0780138888888889
2014-07-05,0.0751319444444444
2014-07-06,0.0763958333333333
2014-07-07,0.0774236111111111
2014-07-08,0.0764097222222222
2014-07-09,0.0784861111111111
2014-07-10,0.0759027777777778
2014-07-11,0.07675
2014-07-12,0.0775347222222222
2014-07-13,0.0780694444444444
2014-07-14,0.0788888888888889
2014-07-15,0.0782777777777778
2014-07-16,0.078375
2014-07-17,0.079020979020979
2014-07-18,0.0789166666666667
2014-07-19,0.0775069444444444
2014-07-20,0.0755277777777778
2014-07-21,0.0759166666666667
2014-07-22,0.0769930555555556
2014-07-23,0.0779513888888889
2014-07-24,0.0792777777777778
2014-07-25,0.0773819444444444
2014-07-26,0.078375
2014-07-27,0.0786944444444444
2014-07-28,0.0771527777777778
2014-07-29,0.0768263888888889
2014-07-30,0.0774722222222222
2014-07-31,0.0778888888888889
2014-08-01,0.0787986111111111
2014-08-02,0.0772430555555556
2014-08-03,0.0783055555555556
2014-08-04,0.0786180555555556
2014-08-05,0.0790208333333333
2014-08-06,0.0796041666666667
2014-08-07,0.0800416666666667
2014-08-08,0.0802291666666667
2014-08-09,0.0797222222222222
2014-08-10,0.0760486111111111
2014-08-11,0.0769027777777778
2014-08-12,0.0791388888888889
2014-08-13,0.0764861111111111
2014-08-14,0.0779027777777778
2014-08-15,0.0773125
2014-08-16,0.0777847222222222
2014-08-17,0.0766180555555556
2014-08-18,0.0771875
2014-08-19,0.0779583333333333
2014-08-20,0.0789236111111111
2014-08-21,0.0795069444444444
2014-08-22,0.0795902777777778
2014-08-23,0.0795694444444444
2014-08-24,0.0803958333333333
2014-08-25,0.0810694444444444
2014-08-26,0.0814444444444444
2014-08-27,0.0767847222222222
2014-08-28,0.0773055555555556
2014-08-29,0.0761041666666667
2014-08-30,0.0769583333333333
2014-08-31,0.0757569444444444
2014-09-01,0.0774444444444444
2014-09-02,0.0753125
2014-09-03,0.0757569444444444
2014-09-04,0.0763263888888889
2014-09-05,0.0772222222222222
2014-09-06,0.0782222222222222
2014-09-07,0.0780833333333333
2014-09-08,0.0756041666666667
2014-09-09,0.0759791666666667
2014-09-10,0.0764236111111111
2014-09-11,0.0772569444444444
2014-09-12,0.0774722222222222
2014-09-13,0.0763819444444444
2014-09-14,0.0761319444444444
2014-09-15,0.0762916666666667
2014-09-16,0.0770694444444444
2014-09-17,0.0761597222222222
2014-09-18,0.0763194444444444
2014-09-19,0.0760366972477064
2014-09-20,0.0752916666666667
2014-09-21,0.0756597222222222
2014-09-22,0.0758888888888889
2014-09-23,0.0762152777777778
2014-09-24,0.0771180555555556
2014-09-25,0.0766736111111111
2014-09-26,0.0754027777777778
2014-09-27,0.0755138888888889
2014-09-28,0.0762222222222222
2014-09-29,0.0766736111111111
2014-09-30,0.077125
2014-10-01,0.0772083333333333
2014-10-02,0.0776666666666667
2014-10-03,0.0758958333333333
2014-10-04,0.0766319444444444
2014-10-05,0.0783819444444444
2014-10-06,0.0788055555555556
2014-10-07,0.0731597222222222
2014-10-08,0.0735416666666667
2014-10-09,0.07375
2014-10-10,0.0742222222222222
2014-10-11,0.0743125
2014-10-12,0.0743541666666667
